,genesymbol,canonical_marker,cell_type,germ_layer,human,human_sensitivity,human_specificity,mouse,mouse_sensitivity,mouse_specificity,ncbi_tax_id,organ,ubiquitiousness
1081,SLC25A46,True,Astrocytes,Ectoderm,True,0.0,0.0263653,True,0.0,0.0,9606,Brain,0.045
1082,WNT3,True,Astrocytes,Ectoderm,True,0.0,0.000627746,True,0.0,0.0,9606,Brain,0.003
1083,WNT3,True,Paneth cells,Endoderm,True,0.0,0.000626566,True,0.0,0.0,9606,GI tract,0.003
1084,FZD2,True,Astrocytes,Ectoderm,True,0.0,0.00784683,True,0.101639,0.0103403,9606,Brain,0.012
1085,TEAD1,True,Astrocytes,Ectoderm,True,0.0,0.0238544,True,0.0,0.0,9606,Brain,0.027
1086,RLBP1,True,Müller cells,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Eye,0.028
1087,RLBP1,True,Astrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.028
1088,ALDOC,True,Astrocytes,Ectoderm,True,0.0,0.00094162,True,1.0,0.0787304,9606,Brain,0.078
1089,ALDOC,True,Schwann cells,Ectoderm,True,0.0,0.00093985,True,0.229885,0.0960124,9606,Brain,0.078
1090,ALDOC,True,Neural stem/precursor cells,Ectoderm,True,0.0,0.00093985,True,0.037037,0.0968634,9606,Brain,0.078
1091,ALDOC,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.000941915,True,0.292453,0.094061,9606,Brain,0.078
1092,GJA1,True,Bergmann glia,Ectoderm,True,0.0,0.0632832,True,1.0,0.106982,9606,Brain,0.1
1093,GJA1,True,Leydig cells,Mesoderm,True,1.0,0.0626959,True,0.454545,0.106909,9606,Reproductive,0.1
1094,GJA1,True,Astrocytes,Ectoderm,True,1.0,0.0615191,True,0.993443,0.0894634,9606,Brain,0.1
1095,GJA1,True,Glomus cells,,True,0.0,0.0632832,True,0.0,0.107154,9606,,0.1
1096,APOE,True,Astrocytes,Ectoderm,True,0.833333,0.131199,True,1.0,0.377225,9606,Brain,0.343
1097,APOE,True,Neural stem/precursor cells,Ectoderm,True,0.0,0.132519,True,0.296296,0.389574,9606,Brain,0.343
1098,APOE,True,Müller cells,Ectoderm,True,0.0,0.132519,True,1.0,0.388668,9606,Eye,0.343
1099,APOE,True,Proximal tubule cells,Mesoderm,True,1.0,0.132247,True,0.2,0.390267,9606,Kidney,0.343
1100,LCN2,True,Leydig cells,Mesoderm,True,0.0,0.0567398,True,0.181818,0.041672,9606,Reproductive,0.043
1101,LCN2,True,Astrocytes,Ectoderm,True,0.0,0.056811,True,0.0,0.0426047,9606,Brain,0.043
1102,LCN2,True,Keratinocytes,Mesoderm,True,0.3,0.0559397,True,0.0642202,0.0416128,9606,Skin,0.043
1103,LCN2,True,Neutrophils,Mesoderm,True,0.0,0.0569361,True,0.897611,0.0253727,9606,Immune system,0.043
1104,LCN2,True,Podocytes,Mesoderm,True,0.0,0.0570978,True,0.0,0.0418192,9606,Kidney,0.043
1105,LCN2,True,Luminal epithelial cells,Ectoderm,True,0.8,0.0531948,True,0.153846,0.0416774,9606,Mammary gland,0.043
1106,LCN2,False,Loop of Henle cells,Mesoderm,True,0.0,0.056722,True,0.0,0.0417709,9606,Kidney,0.043
1107,LCN2,True,Chondrocytes,Mesoderm,True,0.0,0.0567043,True,0.0666667,0.0417229,9606,Connective tissue,0.043
1108,LCN2,True,Cholangiocytes,Endoderm,True,0.506667,0.0458774,True,0.0,0.0417763,9606,Liver,0.043
1109,SOX9,True,Astrocytes,Ectoderm,True,0.0,0.0323289,True,0.0,0.0,9606,Brain,0.086
1110,SOX9,True,Pancreatic progenitor cells,Endoderm,True,0.0,0.0322682,True,0.0,0.0,9606,Pancreas,0.086
1111,SOX9,True,Neural stem/precursor cells,Ectoderm,True,0.0,0.0322682,True,0.0,0.0,9606,Brain,0.086
1112,SOX9,True,Retinal progenitor cells,Ectoderm,True,0.0,0.0322682,True,0.0,0.0,9606,Eye,0.086
1113,SOX9,True,Sertoli cells,Mesoderm,True,0.0,0.0322682,True,0.0,0.0,9606,Reproductive,0.086
1114,SOX9,True,Melanocytes,Mesoderm,True,0.0,0.0322682,True,0.0,0.0,9606,Skin,0.086
1115,SOX9,True,Cholangiocytes,Endoderm,True,0.12,0.0301572,True,0.0,0.0,9606,Liver,0.086
1116,SOX9,True,Tuft cells,Endoderm,True,0.0,0.0322682,True,0.0,0.0,9606,GI tract,0.086
1117,VIM,True,Pericytes,Mesoderm,True,0.857143,0.589953,True,0.0,0.0,9606,Vasculature,0.427
1118,VIM,True,Astrocytes,Ectoderm,True,0.0,0.591651,True,0.0,0.0,9606,Brain,0.427
1119,VIM,True,Fibroblasts,Mesoderm,True,0.918919,0.578708,True,0.0,0.0,9606,Connective tissue,0.427
1120,VIM,True,Glomus cells,,True,0.0,0.590539,True,0.0,0.0,9606,,0.427
1121,VIM,True,Bergmann glia,Ectoderm,True,0.0,0.590539,True,0.0,0.0,9606,Brain,0.427
1122,CCR7,True,Astrocytes,Ectoderm,True,0.0,0.042059,True,0.0,0.0116492,9606,Brain,0.016
1123,CCR7,True,T memory cells,Mesoderm,True,0.390244,0.0374484,True,0.178125,0.00792663,9606,Immune system,0.016
1124,CCR7,False,T helper cells,Mesoderm,True,0.0,0.0419799,True,0.0,0.0114212,9606,Immune system,0.016
1125,CCR7,False,T cells naive,,True,1.0,0.0416797,True,0.0,0.0114212,9606,,0.016
1126,CCR7,True,B cells,Mesoderm,True,0.016129,0.042492,True,0.251938,0.00737261,9606,Immune system,0.016
1127,CCR7,True,T cells,Mesoderm,True,0.339921,0.0163321,True,0.0514019,0.0108646,9606,Immune system,0.016
1128,CCR7,True,Mesangial cells,Mesoderm,True,0.0,0.0420063,True,0.0,0.0114212,9606,Kidney,0.016
1129,CCR7,True,Plasmacytoid dendritic cells,Mesoderm,True,0.0,0.0422713,True,0.0,0.0114359,9606,Immune system,0.016
1130,CCR7,True,Macrophages,Mesoderm,True,0.0,0.0421384,True,0.020202,0.0111332,9606,Immune system,0.016
1131,CCR7,True,Dendritic cells,Mesoderm,True,0.0544218,0.0413793,True,0.428571,0.010294,9606,Immune system,0.016
1132,AANAT,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.0
1133,AANAT,True,Astrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.0
1134,FABP7,True,Bergmann glia,Ectoderm,True,0.0,0.014411,True,1.0,0.174304,9606,Brain,0.142
1135,FABP7,True,Astrocytes,Ectoderm,True,0.0,0.0144382,True,0.688525,0.164202,9606,Brain,0.142
1136,SOCS3,True,Osteoblasts,Mesoderm,True,0.0,0.0942982,True,0.0,0.0,9606,Bone,0.081
1137,SOCS3,True,Astrocytes,Ectoderm,True,0.0,0.0944758,True,0.0,0.0,9606,Brain,0.081
1138,SYNM,True,Astrocytes,Ectoderm,True,0.0,0.00094162,True,0.0,0.0,9606,Brain,0.017
1139,SYNM,False,Trigeminal neurons,Ectoderm,True,0.0,0.00093985,True,0.0,0.0,9606,Brain,0.017
1140,HMG20A,True,Astrocytes,Ectoderm,True,0.0,0.00784683,True,0.0,0.00890052,9606,Brain,0.008
1141,NFATC3,True,Astrocytes,Ectoderm,True,0.0,0.00627746,True,0.0,0.00143979,9606,Brain,0.002
1142,SRR,True,Astrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.001
1143,SLC1A6,True,Purkinje neurons,Ectoderm,True,0.0,0.00313283,True,0.0,0.0,9606,Brain,0.003
1144,SLC1A6,True,Glutaminergic neurons,Ectoderm,True,0.0,0.00313283,True,0.0,0.0,9606,Brain,0.003
1145,SLC1A6,True,Astrocytes,Ectoderm,True,0.0,0.00313873,True,0.0,0.0,9606,Brain,0.003
1146,ETS1,True,Endothelial cells,Mesoderm,True,0.259615,0.0314119,True,0.709635,0.0780185,9606,Vasculature,0.095
1147,ETS1,True,Erythroblasts,Mesoderm,True,0.0,0.0388471,True,0.0,0.109143,9606,Blood,0.095
1148,ETS1,True,Astrocytes,Ectoderm,True,0.0,0.0389203,True,0.0,0.111322,9606,Brain,0.095
1149,SLIT1,True,Astrocytes,Ectoderm,True,0.0,0.000313873,True,0.0,0.0,9606,Brain,0.001
1150,SNPH,True,Astrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.004
1151,IL23A,True,Astrocytes,Ectoderm,True,0.0,0.00690521,True,0.0,0.00104712,9606,Brain,0.002
1152,CD2,False,B cells naive,Mesoderm,True,0.0,0.0944287,True,0.0,0.0296439,9606,Immune system,0.04
1153,CD2,False,B cells,Mesoderm,True,0.0,0.0958466,True,0.213178,0.0265544,9606,Immune system,0.04
1154,CD2,True,NK cells,Mesoderm,True,0.513514,0.0840282,True,0.723404,0.0254341,9606,Immune system,0.04
1155,CD2,True,T cells,Mesoderm,True,0.715415,0.04049,True,0.327103,0.0255026,9606,Immune system,0.04
1156,CD2,False,T cytotoxic cells,Mesoderm,True,1.0,0.0934169,True,0.0,0.0296439,9606,Immune system,0.04
1157,CD2,False,Epithelial cells,Mesoderm,True,0.0,0.0949968,True,0.0,0.029703,9606,Epithelium,0.04
1158,CD2,False,T memory cells,Mesoderm,True,0.804878,0.084735,True,0.684375,0.0159188,9606,Immune system,0.04
1159,CD2,True,Thymocytes,Endoderm,True,0.0,0.093985,True,0.0,0.0296439,9606,Thymus,0.04
1160,CD2,False,T helper cells,Mesoderm,True,0.0,0.093985,True,0.0,0.0296439,9606,Immune system,0.04
1161,CD5,False,T helper cells,Mesoderm,True,0.0,0.00407268,True,0.0,0.00442733,9606,Immune system,0.004
1162,CD5,True,B cells,Mesoderm,True,0.0,0.00415335,True,0.0,0.00450186,9606,Immune system,0.004
1163,CD5,False,T cytotoxic cells,Mesoderm,True,0.5,0.00376176,True,0.0,0.00442733,9606,Immune system,0.004
1164,CD5,True,Thymocytes,Endoderm,True,0.0,0.00407268,True,0.0,0.00442733,9606,Thymus,0.004
1165,MS4A1,True,Plasma cells,Mesoderm,True,0.0,0.0205957,True,0.0,0.011807,9606,Immune system,0.014
1166,MS4A1,True,B cells memory,Mesoderm,True,0.0,0.0203634,True,0.0,0.0118062,9606,Immune system,0.014
1167,MS4A1,True,B cells,Mesoderm,True,0.483871,0.0111821,True,0.620155,0.00156586,9606,Immune system,0.014
1168,MS4A1,True,B cells naive,Mesoderm,True,1.0,0.0157381,True,0.0,0.0118062,9606,Immune system,0.014
1169,CR2,True,B cells,Mesoderm,True,0.0483871,0.0,True,0.0348837,0.0,9606,Immune system,0.001
1170,CR2,True,Dendritic cells,Mesoderm,True,0.0,0.000985222,True,0.0,0.000579039,9606,Immune system,0.001
1171,CR2,True,B cells memory,Mesoderm,True,0.0,0.00093985,True,0.0,0.000577478,9606,Immune system,0.001
1172,CR2,True,B cells naive,Mesoderm,True,0.0,0.000944287,True,0.0,0.000577478,9606,Immune system,0.001
1173,CD22,True,B cells,Mesoderm,True,0.0967742,0.00127796,True,0.127907,0.000195733,9606,Immune system,0.003
1174,CD22,True,B cells naive,Mesoderm,True,0.0666667,0.00283286,True,0.0,0.00230991,9606,Immune system,0.003
1175,CD22,True,Dendritic cells,Mesoderm,True,0.0,0.00328407,True,0.0,0.00231616,9606,Immune system,0.003
1176,CD22,True,B cells memory,Mesoderm,True,0.0,0.00313283,True,0.0,0.00230991,9606,Immune system,0.003
1177,FCER2,True,B cells,Mesoderm,True,0.016129,0.00191693,False,0.0,0.0,9606,Immune system,0.002
1178,FCER2,True,Mast cells,Mesoderm,True,0.0,0.00219849,False,0.0,0.0,9606,Immune system,0.002
1179,FCER2,True,Eosinophils,Mesoderm,True,0.0,0.00219298,False,0.0,0.0,9606,Immune system,0.002
1180,FCER2,True,B cells naive,Mesoderm,True,0.4,0.000314762,False,0.0,0.0,9606,Immune system,0.002
1181,CD69,True,NK cells,Mesoderm,True,0.527027,0.101347,True,0.0212766,0.00729456,9606,Immune system,0.024
1182,CD69,True,B cells naive,Mesoderm,True,0.666667,0.108593,True,0.0,0.00737889,9606,Immune system,0.024
1183,CD69,True,B cells memory,Mesoderm,True,0.0,0.111216,True,0.0,0.00737889,9606,Immune system,0.024
1184,CD69,True,Thymocytes,Endoderm,True,0.0,0.111216,True,0.0,0.00737889,9606,Thymus,0.024
1185,CD69,False,B cells,Mesoderm,True,0.725806,0.0990415,True,0.0930233,0.00593723,9606,Immune system,0.024
1186,CD69,False,T memory cells,Mesoderm,True,0.609756,0.104729,True,0.053125,0.00641991,9606,Immune system,0.024
1187,CD69,True,Platelets,Mesoderm,True,0.0,0.111355,True,0.0,0.00738031,9606,Blood,0.024
1188,CD69,True,T cells,Mesoderm,True,0.434783,0.0833617,True,0.0654206,0.00657082,9606,Immune system,0.024
1189,CD69,True,Basophils,Mesoderm,True,0.0,0.111216,True,0.466667,0.00693642,9606,Immune system,0.024
1190,CD69,True,Eosinophils,Mesoderm,True,0.0,0.111216,True,0.0,0.00737936,9606,Immune system,0.024
1191,CD69,False,T cytotoxic cells,Mesoderm,True,0.5,0.110972,True,0.0,0.00737889,9606,Immune system,0.024
1192,CD70,False,B cells,Mesoderm,True,0.0,0.00255591,True,0.0,0.000130489,9606,Immune system,0.002
1193,CD79A,True,B cells memory,Mesoderm,True,0.0,0.0432331,True,0.0,0.0184793,9606,Immune system,0.024
1194,CD79A,True,B cells,Mesoderm,True,0.983871,0.0246006,True,0.914729,0.00339271,9606,Immune system,0.024
1195,CD79A,True,B cells naive,Mesoderm,True,0.933333,0.0390305,True,0.0,0.0184793,9606,Immune system,0.024
1196,CD79A,True,Plasma cells,Mesoderm,True,0.75,0.0351711,True,0.0,0.0184805,9606,Immune system,0.024
1197,CD79B,True,B cells naive,Mesoderm,True,1.0,0.038401,True,0.0,0.0235483,9606,Immune system,0.028
1198,CD79B,True,B cells,Mesoderm,True,0.919355,0.0255591,True,0.926357,0.00835128,9606,Immune system,0.028
1199,CD79B,True,B cells memory,Mesoderm,True,0.0,0.0429198,True,0.0,0.0235483,9606,Immune system,0.028
1200,CD80,True,Langerhans cells,Mesoderm,True,0.0,0.0,True,0.0,0.000192493,9606,Skin,0.0
1201,CD80,True,Macrophages,Mesoderm,True,0.0,0.0,True,0.0020202,0.000132538,9606,Immune system,0.0
1202,CD80,True,B cells memory,Mesoderm,True,0.0,0.0,True,0.0,0.000192493,9606,Immune system,0.0
1203,CD80,True,Plasmacytoid dendritic cells,Mesoderm,True,0.0,0.0,True,0.0,0.00019274,9606,Immune system,0.0
1204,CD80,True,B cells,Mesoderm,True,0.0,0.0,True,0.0,0.000195733,9606,Immune system,0.0
1205,CD80,False,Myeloid-derived suppressor cells,mesoderm,True,0.0,0.0,True,0.0,0.000192493,9606,Immune system,0.0
1206,CD80,True,Podocytes,Mesoderm,True,0.0,0.0,True,0.0,0.000192715,9606,Kidney,0.0
1207,CD86,True,B cells memory,Mesoderm,True,0.0,0.012218,True,0.0,0.0291947,9606,Immune system,0.026
1208,CD86,True,Dendritic cells,Mesoderm,True,0.204082,0.00295567,True,0.642857,0.0275365,9606,Immune system,0.026
1209,CD86,True,B cells,Mesoderm,True,0.0,0.0124601,True,0.0232558,0.0292947,9606,Immune system,0.026
1210,CD86,True,Monocytes,Mesoderm,True,0.0769231,0.0116867,True,0.666667,0.029072,9606,Immune system,0.026
1211,CD86,True,Macrophages,Mesoderm,True,0.25,0.0113208,True,0.490909,0.014049,9606,Immune system,0.026
1212,CD86,True,Plasmacytoid dendritic cells,Mesoderm,True,0.0,0.0123028,True,0.0,0.0292323,9606,Immune system,0.026
1213,CD86,True,Red pulp macrophages,Mesoderm,True,0.0,0.012218,True,0.310345,0.0286706,9606,Immune system,0.026
1214,SDC1,False,B cells,Mesoderm,True,0.016129,0.0469649,True,0.0,0.0,9606,Immune system,0.046
1215,SDC1,True,Plasma cells,Mesoderm,True,0.555556,0.0405577,True,0.0,0.0,9606,Immune system,0.046
1216,SDC1,False,Luteal cells,Mesoderm,True,0.0,0.0463659,True,0.0,0.0,9606,Reproductive,0.046
1217,SDC1,False,Pulmonary alveolar type II cells,Endoderm,True,0.0,0.0465555,True,0.0,0.0,9606,Lungs,0.046
1218,TNFSF4,False,B cells,Mesoderm,True,0.0,0.000958466,True,0.0,0.0,9606,Immune system,0.0
1219,TNFSF4,False,T follicular helper cells,Mesoderm,True,0.0,0.00093985,True,0.0,0.0,9606,Immune system,0.0
1220,TNFRSF13B,False,B cells,Mesoderm,True,0.0806452,0.00383387,True,0.0,0.0,9606,Immune system,0.016
1221,TNFRSF13B,True,B cells memory,Mesoderm,True,0.0,0.00532581,True,0.0,0.0,9606,Immune system,0.016
1222,TNFRSF13B,True,Plasma cells,Mesoderm,True,0.305556,0.00190114,True,0.0,0.0,9606,Immune system,0.016
1223,TNFRSF13C,True,B cells naive,Mesoderm,True,0.933333,0.0147938,True,0.0,0.0,9606,Immune system,0.008
1224,TNFRSF13C,True,B cells,Mesoderm,True,0.451613,0.0105431,True,0.0,0.0,9606,Immune system,0.008
1225,PDCD1,False,B cells,Mesoderm,True,0.0,0.00479233,True,0.0,0.00254453,9606,Immune system,0.003
1226,PDCD1,False,T follicular helper cells,Mesoderm,True,0.0,0.00469925,True,0.0,0.00250241,9606,Immune system,0.003
1227,IGHD,True,B cells,Mesoderm,True,0.177419,0.00543131,True,0.406977,0.000782932,9606,Immune system,0.008
1228,IGHD,True,B cells memory,Mesoderm,True,0.0,0.00877193,True,0.0,0.00750722,9606,Immune system,0.008
1229,IGHD,True,B cells naive,Mesoderm,True,0.866667,0.00472144,True,0.0,0.00750722,9606,Immune system,0.008
1230,IGHD,True,Plasma cells,Mesoderm,True,0.0,0.00887199,True,0.0,0.0075077,9606,Immune system,0.008
1231,IGHM,True,Plasma cells,Mesoderm,True,0.277778,0.0525982,True,1.0,0.0825847,9606,Immune system,0.078
1232,IGHM,True,B cells,Mesoderm,True,0.83871,0.0396166,True,0.968992,0.0677236,9606,Immune system,0.078
1233,IGHM,True,B cells memory,Mesoderm,True,0.0,0.0551378,True,0.0,0.0826436,9606,Immune system,0.078
1234,IGHM,True,B cells naive,Mesoderm,True,1.0,0.0506767,True,0.0,0.0826436,9606,Immune system,0.078
1235,RASGRP3,False,B cells,Mesoderm,True,0.0322581,0.00894569,True,0.0,0.0,9606,Immune system,0.025
1236,RASGRP3,True,Endothelial cells,Mesoderm,True,0.0769231,0.00712435,True,0.0,0.0,9606,Vasculature,0.025
1237,RASGRP3,True,Plasma cells,Mesoderm,True,0.166667,0.00760456,True,0.0,0.0,9606,Immune system,0.025
1238,HLA-DRA,True,Dendritic cells,Mesoderm,True,1.0,0.174384,False,0.0,0.0,9606,Immune system,0.039
1239,HLA-DRA,True,B cells,Mesoderm,True,0.935484,0.198083,False,0.0,0.0,9606,Immune system,0.039
1240,HLA-DRA,False,Monocytes,Mesoderm,True,0.576923,0.209413,False,0.0,0.0,9606,Immune system,0.039
1241,HLA-DRA,False,Langerhans cells,Mesoderm,True,1.0,0.201398,False,0.0,0.0,9606,Skin,0.039
1242,LTB,True,B cells memory,Mesoderm,True,0.0,0.163221,True,0.0,0.0454283,9606,Immune system,0.065
1243,LTB,True,B cells naive,Mesoderm,True,1.0,0.15927,True,0.0,0.0454283,9606,Immune system,0.065
1244,LTB,False,T memory cells,Mesoderm,True,1.0,0.152333,True,0.81875,0.0292172,9606,Immune system,0.065
1245,LTB,False,B cells,Mesoderm,True,0.612903,0.154313,True,0.453488,0.0385594,9606,Immune system,0.065
1246,LTB,True,T cells,Mesoderm,True,0.83004,0.105818,True,0.518692,0.0388394,9606,Immune system,0.065
1247,HLA-DQA1,False,Langerhans cells,Mesoderm,True,0.772727,0.0412961,False,0.0,0.0,9606,Skin,0.01
1248,HLA-DQA1,False,B cells,Mesoderm,True,0.258065,0.0472843,False,0.0,0.0,9606,Immune system,0.01
1249,HLA-DQA1,False,Dendritic cells,Mesoderm,True,0.55102,0.0272578,False,0.0,0.0,9606,Immune system,0.01
1250,FLI1,True,Megakaryocytes,Mesoderm,True,0.0,0.00595238,True,0.0,0.0436317,9606,Immune system,0.036
1251,FLI1,True,Fibroblasts,Mesoderm,True,0.0,0.00616683,True,0.00226244,0.0448392,9606,Connective tissue,0.036
1252,FLI1,True,Endothelial cells,Mesoderm,True,0.144231,0.00129534,True,0.410156,0.0246339,9606,Vasculature,0.036
1253,FLI1,False,Merkel cells,Mesoderm,True,0.0,0.00595238,True,0.0,0.0436317,9606,Skin,0.036
1254,FLI1,False,B cells,Mesoderm,True,0.016129,0.0057508,True,0.127907,0.0422131,9606,Immune system,0.036
1255,CD14,False,B cells,Mesoderm,True,0.0,0.0271566,True,0.00387597,0.0563711,9606,Immune system,0.051
1256,CD14,True,Dendritic cells,Mesoderm,True,0.278912,0.0144499,True,0.119048,0.0553304,9606,Immune system,0.051
1257,CD14,True,Kupffer cells,Mesoderm,True,0.0,0.0266291,True,0.25,0.0551019,9606,Liver,0.051
1258,CD14,True,Neutrophils,Mesoderm,True,0.0,0.026738,True,0.180887,0.0530997,9606,Immune system,0.051
1259,CD14,True,Macrophages,Mesoderm,True,0.416667,0.0251572,True,0.749495,0.0327369,9606,Immune system,0.051
1260,CD14,True,Monocytes,Mesoderm,True,0.269231,0.0246368,True,0.666667,0.0553844,9606,Immune system,0.051
1261,SEMA6D,False,T cells,Mesoderm,True,0.0,0.00170126,True,0.0,0.0,9606,Immune system,0.026
1262,SEMA6D,False,B cells,Mesoderm,True,0.0,0.00159744,True,0.0,0.0,9606,Immune system,0.026
1263,SEMA6D,True,NK cells,Mesoderm,True,0.0,0.00160359,True,0.0,0.0,9606,Immune system,0.026
1264,LAIR1,False,Microglia,Ectoderm,True,0.0,0.0159774,True,0.454545,0.0178277,9606,Brain,0.027
1265,LAIR1,False,B cells,Mesoderm,True,0.0,0.0162939,True,0.0232558,0.0302734,9606,Immune system,0.027
1266,IFIT3,True,Monocytes,Mesoderm,True,0.692308,0.0164245,True,1.0,0.0112309,9606,Immune system,0.014
1267,IFIT3,True,Neurons,Ectoderm,True,0.0,0.0219918,True,0.0,0.012122,9606,Brain,0.014
1268,IFIT3,False,B cells,Mesoderm,True,0.0,0.0223642,True,0.0155039,0.0113525,9606,Immune system,0.014
1269,IFIT3,False,T cells,Mesoderm,True,0.0158103,0.0224566,True,0.0327103,0.0111248,9606,Immune system,0.014
1270,IGLL1,False,B cells,Mesoderm,True,0.435484,0.027476,True,0.0697674,0.000978665,9606,Immune system,0.007
1271,IGLL1,True,Plasmacytoid dendritic cells,Mesoderm,True,0.0,0.0356467,True,0.0,0.00212014,9606,Immune system,0.007
1272,DNTT,False,B cells,Mesoderm,True,0.241935,0.00223642,True,0.0426357,0.00554577,9606,Immune system,0.007
1273,MME,False,B cells naive,Mesoderm,True,0.0,0.0270696,True,0.0,0.0150144,9606,Immune system,0.017
1274,MME,True,Neutrophils,Mesoderm,True,0.0,0.0270525,True,0.0,0.0153021,9606,Immune system,0.017
1275,MME,True,B cells,Mesoderm,True,0.0967742,0.0255591,True,0.0,0.0152672,9606,Immune system,0.017
1276,MME,False,Stromal cells,Mesoderm,True,0.0,0.0269424,True,0.2,0.0149551,9606,Connective tissue,0.017
1277,MME,False,Myoepithelial cells,Mesoderm,True,0.0,0.0269677,True,0.383333,0.013591,9606,Smooth muscle,0.017
1278,SPN,True,Monocytes,Mesoderm,True,0.0,0.0511687,True,0.0,0.0,9606,Immune system,0.029
1279,SPN,True,Platelets,Mesoderm,True,0.0,0.0508156,True,0.0,0.0,9606,Blood,0.029
1280,SPN,True,Pluripotent stem cells,,True,0.0,0.0507519,True,0.0,0.0,9606,,0.029
1281,SPN,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.0507519,True,0.0,0.0,9606,Bone,0.029
1282,SPN,True,B cells,Mesoderm,True,0.0,0.0517572,True,0.0,0.0,9606,Immune system,0.029
1283,CD19,True,B cells,Mesoderm,True,0.129032,0.00543131,True,0.356589,0.000195733,9606,Immune system,0.007
1284,CD19,True,B cells memory,Mesoderm,True,0.0,0.00783208,True,0.0,0.0060956,9606,Immune system,0.007
1285,CD19,True,Macrophages,Mesoderm,True,0.0,0.00786164,True,0.0,0.00629556,9606,Immune system,0.007
1286,CD19,True,B cells naive,Mesoderm,True,0.0,0.00786906,True,0.0,0.0060956,9606,Immune system,0.007
1287,CD19,True,Plasma cells,Mesoderm,True,0.0,0.00792142,True,0.0,0.006096,9606,Immune system,0.007
1288,CD24,True,B cells,Mesoderm,True,0.370968,0.188498,False,0.0,0.0,9606,Immune system,0.039
1289,CD24,True,Epithelial cells,Mesoderm,True,0.735294,0.186194,False,0.0,0.0,9606,Epithelium,0.039
1290,CD24,True,Embryonic stem cells,Epiblast,True,0.0,0.192043,False,0.0,0.0,9606,Zygote,0.039
1291,CD24,True,Neutrophils,Mesoderm,True,0.0,0.192828,False,0.0,0.0,9606,Immune system,0.039
1292,CD24,True,Plasma cells,Mesoderm,True,0.0,0.194233,False,0.0,0.0,9606,Immune system,0.039
1293,CD24,False,Parietal cells,Endoderm,True,0.0,0.192043,False,0.0,0.0,9606,GI tract,0.039
1294,CD24,True,Tuft cells,Endoderm,False,0.0,0.0,True,1.0,0.399371,9606,GI tract,0.322
1295,CD24,True,Keratinocytes,Mesoderm,True,0.6,0.190761,False,0.0,0.0,9606,Skin,0.039
1296,CD24,True,Cholangiocytes,Endoderm,True,0.64,0.181264,False,0.0,0.0,9606,Liver,0.039
1297,CD27,True,Thymocytes,Endoderm,True,0.0,0.0228697,True,0.0,0.0157844,9606,Thymus,0.018
1298,CD27,False,T cytotoxic cells,Mesoderm,True,0.0,0.022884,True,0.0,0.0157844,9606,Immune system,0.018
1299,CD27,True,Plasma cells,Mesoderm,True,0.722222,0.0148923,True,0.0,0.0157854,9606,Immune system,0.018
1300,CD27,True,B cells,Mesoderm,True,0.112903,0.0210863,True,0.0,0.0160501,9606,Immune system,0.018
1301,CD27,True,NK cells,Mesoderm,True,0.0,0.0234124,True,0.0106383,0.0158156,9606,Immune system,0.018
1302,CD27,True,B cells memory,Mesoderm,True,0.0,0.0228697,True,0.0,0.0157844,9606,Immune system,0.018
1303,CD27,False,T memory cells,Mesoderm,True,0.365854,0.0184069,True,0.259375,0.010678,9606,Immune system,0.018
1304,B3GAT1,False,Purkinje fiber cells,Mesoderm,True,0.0,0.00281955,True,0.0,0.016811,9606,Heart,0.014
1305,B3GAT1,False,B cells,Mesoderm,True,0.0,0.0028754,True,0.0,0.017094,9606,Immune system,0.014
1306,CD72,True,B cells memory,Mesoderm,True,0.0,0.0018797,True,0.0,0.00282323,9606,Immune system,0.003
1307,CD72,True,B cells,Mesoderm,True,0.0967742,0.0,True,0.0581395,0.00189209,9606,Immune system,0.003
1308,CD72,True,B cells naive,Mesoderm,True,0.0,0.00188857,True,0.0,0.00282323,9606,Immune system,0.003
1309,IRF4,False,T helper cells,Mesoderm,True,0.0,0.00845865,True,0.0,0.000641643,9606,Immune system,0.003
1310,IRF4,True,Plasma cells,Mesoderm,True,0.0,0.00855513,True,0.0,0.000641684,9606,Immune system,0.003
1311,IRF4,False,B cells,Mesoderm,True,0.0,0.0207668,True,0.00387597,0.0206825,9606,Immune system,0.02
1312,PWWP3A,False,B cells,Mesoderm,True,0.0,0.0207668,True,0.00387597,0.0206825,9606,Immune system,0.02
1313,PAX5,True,B cells memory,Mesoderm,True,0.0,0.00156642,True,0.0,0.00352903,9606,Immune system,0.003
1314,PAX5,True,B cells,Mesoderm,True,0.0483871,0.000638978,True,0.182171,0.000521955,9606,Immune system,0.003
1315,JCHAIN,True,Plasma cells,Mesoderm,True,0.833333,0.0405577,True,1.0,0.00802105,9606,Immune system,0.017
