,genesymbol,canonical_marker,cell_type,germ_layer,human,human_sensitivity,human_specificity,mouse,mouse_sensitivity,mouse_specificity,ncbi_tax_id,organ,ubiquitiousness
1715,ITGA3,True,Podocytes,Mesoderm,True,0.181818,0.018612,True,0.111111,0.00892914,9606,Kidney,0.012
1720,RAB38,True,Melanocytes,Mesoderm,True,0.0,0.0106516,True,0.0,0.0,9606,Skin,0.014
1725,KRT23,True,Luminal epithelial cells,Ectoderm,True,0.333333,0.0563425,True,0.0,0.00552273,9606,Mammary gland,0.014
1726,SLC16A3,True,Sertoli cells,Mesoderm,True,0.0,0.0614035,True,0.0,0.0,9606,Reproductive,0.033
1729,GYPC,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.935673,0.190996,True,0.147679,0.00436539,9606,Blood,0.049
1733,ITGA2,True,Platelets,Mesoderm,True,0.0,0.0451694,True,0.333333,0.0030163,9606,Blood,0.01
1734,ITGA2,True,Osteoblasts,Mesoderm,True,0.0,0.0451128,True,0.027027,0.0030229,9606,Bone,0.01
1736,ITGA2,True,NK cells,Mesoderm,True,0.0,0.0461835,True,0.0106383,0.00303402,9606,Immune system,0.01
1738,ITGA2,True,Osteoclasts,Mesoderm,True,0.0,0.0451128,True,0.5,0.00301611,9606,Bone,0.01
1740,SLC25A37,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.877193,0.0791129,True,0.0,0.0,9606,Blood,0.032
1743,ITGB4,True,Schwann cells,Ectoderm,True,0.0,0.0140977,True,0.0114943,0.0136792,9606,Brain,0.013
1745,ITGB4,True,Cholangiocytes,Endoderm,True,0.0533333,0.0131537,True,0.0,0.0136687,9606,Liver,0.013
1747,ITGB4,True,Oligodendrocytes,Ectoderm,True,0.0,0.0142225,True,0.0871314,0.00997372,9606,Brain,0.013
1749,SPHK1,True,Microglia,Ectoderm,True,0.0,0.0369674,True,0.0,0.0,9606,Brain,0.016
1751,ACTG2,True,Myoepithelial cells,Mesoderm,True,1.0,0.0197554,True,0.716667,0.0068277,9606,Smooth muscle,0.011
1752,ACTG2,True,Smooth muscle cells,Mesoderm,True,0.52381,0.0173447,True,0.31405,0.00717796,9606,Smooth muscle,0.011
1754,IRF6,True,Mammary epithelial cells,Mesoderm,True,0.0,0.0285266,True,0.225806,0.0132442,9606,Mammary gland,0.015
1755,IRF6,True,Microfold cells,Endoderm,True,0.0,0.0285088,True,0.0,0.013667,9606,GI tract,0.015
1758,LAMB3,True,Ductal cells,Endoderm,True,0.4,0.0497308,True,0.0,0.00943215,9606,Pancreas,0.017
1759,LAMB3,True,Basal cells,Mesoderm,True,0.633333,0.0249836,True,1.0,0.00936858,9606,Epithelium,0.017
1763,MMP7,True,Paneth cells,Endoderm,True,0.0,0.0250627,True,0.425,0.00148339,9606,GI tract,0.007
1764,MMP7,True,Ductal cells,Endoderm,True,0.657143,0.0180551,True,0.0,0.00365736,9606,Pancreas,0.007
1765,MMP7,True,Cholangiocytes,Endoderm,True,0.2,0.0208534,True,0.0,0.00365783,9606,Liver,0.007
1770,KRT15,True,Basal cells,Mesoderm,True,0.633333,0.0190664,True,1.0,0.0172613,9606,Epithelium,0.022
1772,KRT15,True,Keratinocytes,Mesoderm,True,0.7,0.0458831,True,0.908257,0.0110494,9606,Skin,0.022
1773,KRT15,True,Ependymal cells,Ectoderm,True,0.166667,0.0477087,True,0.193333,0.0156139,9606,Brain,0.022
1776,S100A14,True,Keratinocytes,Mesoderm,True,0.7,0.0949089,True,0.0,0.0,9606,Skin,0.03
1778,LAMC2,True,Basal cells,Mesoderm,True,0.36,0.00591716,True,1.0,0.0100103,9606,Epithelium,0.012
1781,LAMC2,True,Keratinocytes,Mesoderm,True,0.0,0.0226273,True,0.412844,0.00723701,9606,Skin,0.012
1782,BMP7,True,Basal cells,Mesoderm,True,0.0133333,0.00558843,True,1.0,0.00917608,9606,Epithelium,0.01
1784,MYLK,True,Basal cells,Mesoderm,True,0.193333,0.0486522,True,0.0,0.0467787,9606,Epithelium,0.047
1785,MYLK,True,Smooth muscle cells,Mesoderm,True,1.0,0.0491958,True,0.958678,0.0396405,9606,Smooth muscle,0.047
1786,MYLK,True,Neutrophils,Mesoderm,True,0.0,0.0556779,True,0.0,0.047672,9606,Immune system,0.047
1787,MYLK,True,Endothelial cells,Mesoderm,True,0.0576923,0.0553756,True,0.0872396,0.0446784,9606,Vasculature,0.047
1788,MYLK,True,Myoepithelial cells,Mesoderm,True,1.0,0.0545626,True,0.866667,0.0436071,9606,Smooth muscle,0.047
1789,IL3RA,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.0,True,0.0,0.00790844,9606,Bone,0.008
1790,IL3RA,True,Plasmacytoid dendritic cells,Mesoderm,True,0.0,0.0,True,0.0,0.00790234,9606,Immune system,0.008
1791,IL3RA,True,Basophils,Mesoderm,True,0.0,0.0,True,0.6,0.00732177,9606,Immune system,0.008
1792,CCR3,True,Mast cells,Mesoderm,True,0.0,0.0,True,0.0,0.00147939,9606,Immune system,0.001
1794,CCR3,True,Red pulp macrophages,Mesoderm,True,0.0,0.0,True,0.62069,0.000321419,9606,Immune system,0.001
1795,CCR3,True,Platelets,Mesoderm,True,0.0,0.0,True,0.0,0.00147606,9606,Blood,0.001
1796,CCR3,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.0014772,9606,Immune system,0.001
1797,CCR3,True,Eosinophils,Mesoderm,True,0.0,0.0,True,0.0,0.00147587,9606,Immune system,0.001
1798,ENPP3,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.00211946,9606,Immune system,0.002
1799,ENPP3,True,Mast cells,Mesoderm,True,0.0,0.0,True,0.0,0.0021226,9606,Immune system,0.002
1800,FCER1A,True,Dendritic cells,Mesoderm,True,0.204082,0.00952381,True,0.0,0.00167278,9606,Immune system,0.004
1801,FCER1A,True,Basophils,Mesoderm,True,0.0,0.0184837,True,0.866667,0.000834939,9606,Immune system,0.004
1802,FCER1A,True,Mast cells,Mesoderm,True,0.375,0.0175879,True,0.105263,0.00141506,9606,Immune system,0.004
1803,LTC4S,True,Microglia,Ectoderm,True,0.0,0.00783208,True,0.8,0.0229119,9606,Brain,0.037
1804,LTC4S,True,Endothelial cells,Mesoderm,True,0.0961538,0.00485751,True,0.0481771,0.0446784,9606,Vasculature,0.037
1805,LTC4S,True,Basophils,Mesoderm,True,0.0,0.00783208,True,0.0,0.044894,9606,Immune system,0.037
1806,LTC4S,True,Eosinophils,Mesoderm,True,0.0,0.00783208,True,0.0,0.0448537,9606,Immune system,0.037
1807,LTC4S,True,Mast cells,Mesoderm,True,0.375,0.00690955,True,0.0,0.0449604,9606,Immune system,0.037
1808,CPA3,True,Mast cells,Mesoderm,True,1.0,0.00596734,True,1.0,0.00604618,9606,Immune system,0.009
1809,CPA3,True,Eosinophils,Mesoderm,True,0.0,0.00845865,True,1.0,0.00840606,9606,Immune system,0.009
1810,CPA3,True,Basophils,Mesoderm,True,0.0,0.00845865,True,0.933333,0.00757868,9606,Immune system,0.009
1811,ITGAL,True,Macrophages,Mesoderm,True,0.0,0.00408805,True,0.141414,0.0106693,9606,Immune system,0.013
1813,ITGAL,True,Monocytes,Mesoderm,True,0.0,0.00410613,True,0.0,0.0148248,9606,Immune system,0.013
1815,ITGAL,True,Basophils,Mesoderm,True,0.0,0.00407268,True,0.0666667,0.014772,9606,Immune system,0.013
1817,ITGAM,True,Monocytes,Mesoderm,True,0.0,0.00315856,True,0.0,0.0302914,9606,Immune system,0.025
1818,ITGAM,True,Microglia,Ectoderm,True,0.0,0.00313283,True,0.356818,0.0207989,9606,Brain,0.025
1819,ITGAM,True,NK cells,Mesoderm,True,0.0,0.00320718,True,0.0106383,0.0304048,9606,Immune system,0.025
1820,ITGAM,True,Dendritic cells,Mesoderm,True,0.00680272,0.00295567,True,0.0,0.0303674,9606,Immune system,0.025
1821,ITGAM,True,Macrophages,Mesoderm,True,0.5,0.00125786,True,0.29495,0.0216037,9606,Immune system,0.025
1822,ITGAM,True,Basophils,Mesoderm,True,0.0,0.00313283,True,0.0666667,0.0302505,9606,Immune system,0.025
1823,ITGAM,True,Neutrophils,Mesoderm,True,0.0,0.00314564,True,0.508532,0.0211222,9606,Immune system,0.025
1825,ITGB7,True,Basophils,Mesoderm,True,0.0,0.0,True,0.8,0.0373796,9606,Immune system,0.031
1826,IL4,True,Basophils,Mesoderm,True,0.0,0.0,True,0.6,0.00211946,9606,Immune system,0.002
1829,IL4,True,T helper cells,Mesoderm,True,0.0,0.0,True,0.0,0.0026949,9606,Immune system,0.002
1830,P43430,True,Basophils,Mesoderm,False,0.0,0.0,True,1.0,0.00398202,10090,Immune system,0.004
1831,Q80UR4,True,Basophils,Mesoderm,False,0.0,0.0,True,0.666667,0.00282595,10090,Immune system,0.003
1832,MS4A2,True,Basophils,Mesoderm,True,0.0,0.0018797,True,0.933333,0.00224791,9606,Immune system,0.003
1834,MS4A3,True,Basophils,Mesoderm,True,0.0,0.00313283,True,0.2,0.0144509,9606,Immune system,0.013
1836,HDC,True,Basophils,Mesoderm,True,0.0,0.00156642,True,1.0,0.0219011,9606,Immune system,0.019
1837,HDC,True,Neutrophils,Mesoderm,True,0.0,0.00157282,True,0.460751,0.014452,9606,Immune system,0.019
1838,HDC,True,Mast cells,Mesoderm,True,0.5,0.00031407,True,1.0,0.0204541,9606,Immune system,0.019
1839,HDC,True,Ependymal cells,Ectoderm,True,0.0,0.00156937,True,0.68,0.0164561,9606,Brain,0.019
1841,GATA2,True,Basophils,Mesoderm,True,0.0,0.0134712,True,0.933333,0.0209377,9606,Immune system,0.02
1843,GATA2,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.0134712,True,0.46875,0.0208963,9606,Bone,0.02
1844,GATA2,True,Megakaryocytes,Mesoderm,True,0.0,0.0134712,True,0.0,0.0218158,9606,Immune system,0.02
1846,CD33,True,Monocytes,Mesoderm,True,0.0,0.0126342,True,0.0,0.0172635,9606,Immune system,0.017
1847,CD33,True,Basophils,Mesoderm,True,0.0,0.0125313,True,0.0,0.0172768,9606,Immune system,0.017
1848,CD33,True,Neutrophils,Mesoderm,True,0.0,0.0125826,True,0.170648,0.0143212,9606,Immune system,0.017
1849,CD33,True,Macrophages,Mesoderm,True,0.166667,0.0119497,True,0.179798,0.0119284,9606,Immune system,0.017
1851,CD33,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.0125313,True,0.0,0.0172957,9606,Bone,0.017
1852,CD33,True,NK cells,Mesoderm,True,0.0,0.0128287,True,0.0,0.0173649,9606,Immune system,0.017
1853,CD44,True,Basophils,Mesoderm,True,0.0,0.300439,True,0.133333,0.0877328,9606,Immune system,0.127
1854,CD44,True,Müller cells,Ectoderm,True,0.0,0.300439,True,0.0,0.0878839,9606,Eye,0.127
1855,CD44,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.300439,True,0.125,0.0877001,9606,Bone,0.127
1856,CD44,True,Fibroblasts,Mesoderm,True,0.396396,0.296982,True,0.230769,0.083603,9606,Connective tissue,0.127
1857,CD44,True,Monocytes,Mesoderm,True,0.5,0.2988,True,1.0,0.0876011,9606,Immune system,0.127
1858,CD44,True,Natural killer T cells,Mesoderm,True,0.0,0.300439,True,0.0,0.0877767,9606,Immune system,0.127
1859,CD44,True,Osteoblasts,Mesoderm,True,0.0,0.300439,True,0.189189,0.0875354,9606,Bone,0.127
1860,CD44,True,Erythroblasts,Mesoderm,True,0.0,0.300439,True,0.0,0.0877767,9606,Blood,0.127
1861,CD44,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.210526,0.305528,True,0.0759494,0.0879593,9606,Blood,0.127
1862,HTR1B,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0666667,0.00237636,9606,Immune system,0.002
1863,IGFBP7,True,Hepatic stellate cells,Endoderm,True,1.0,0.238558,True,0.5,0.163191,9606,Liver,0.172
1864,IGFBP7,True,Basophils,Mesoderm,True,0.0,0.239035,True,0.2,0.163198,9606,Immune system,0.172
1865,IGFBP7,True,Endothelial cells,Mesoderm,True,0.913462,0.216321,True,0.889323,0.125599,9606,Vasculature,0.172
1866,Q91ZC6,True,Basophils,Mesoderm,False,0.0,0.0,True,0.0,0.0,10090,Immune system,0.0
1867,DNASE2B,True,Basophils,Mesoderm,True,0.0,0.00093985,True,0.0,0.000513809,9606,Immune system,0.001
1868,FADS2,True,Basophils,Mesoderm,True,0.0,0.02099,True,0.0,0.00430315,9606,Immune system,0.008
1869,GPC4,True,Basophils,Mesoderm,True,0.0,0.0075188,True,0.0,0.0113038,9606,Immune system,0.01
1871,GRM6,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0666667,0.0032113,9606,Immune system,0.003
1872,ACSS2,True,Hepatocytes,Endoderm,True,0.027027,0.00570523,True,0.225,0.00623995,9606,Liver,0.006
1873,ACSS2,True,Basophils,Mesoderm,True,0.0,0.00595238,True,0.0666667,0.00674374,9606,Immune system,0.006
1874,ADORA2B,True,Basophils,Mesoderm,True,0.0,0.00438596,True,0.133333,0.00398202,9606,Immune system,0.004
1875,O35936,True,Basophils,Mesoderm,False,0.0,0.0,True,0.0666667,0.0,10090,Immune system,0.0
1876,AQP9,True,Hepatocytes,Endoderm,True,0.0810811,0.0022187,True,0.325,0.00257317,9606,Liver,0.003
1877,AQP9,True,Osteoclasts,Mesoderm,True,0.0,0.00313283,True,0.0,0.00340114,9606,Bone,0.003
1878,AQP9,True,Basophils,Mesoderm,True,0.0,0.00313283,True,0.533333,0.00289017,9606,Immune system,0.003
1879,BACE1,True,Basophils,Mesoderm,True,0.0,0.0037594,True,0.0666667,0.0259473,9606,Immune system,0.022
1881,BACE1,True,Oligodendrocytes,Ectoderm,True,0.0357143,0.00347661,True,0.227882,0.0158366,9606,Brain,0.022
1883,BMP4,True,Cardiomyocytes,Mesoderm,True,0.0,0.0241228,True,0.0,0.0166828,9606,Heart,0.019
1884,BMP4,True,Basophils,Mesoderm,True,0.0,0.0241228,True,0.0,0.0166346,9606,Immune system,0.019
1885,BMP4,True,Stromal cells,Mesoderm,True,0.0,0.0241228,True,0.4,0.0164955,9606,Connective tissue,0.019
1886,BMP4,True,Epsilon cells,Endoderm,True,0.0,0.0241228,True,0.0,0.0166185,9606,Pancreas,0.019
1888,CABLES1,True,Basophils,Mesoderm,True,0.0,0.000313283,True,0.0,0.000770713,9606,Immune system,0.001
1889,CCL4,True,NK cells,Mesoderm,True,0.581081,0.043297,True,0.595745,0.0456394,9606,Immune system,0.049
1890,CCL4,True,Microglia,Ectoderm,True,0.0,0.0557644,True,0.556818,0.0342027,9606,Brain,0.049
1891,CCL4,True,Basophils,Mesoderm,True,0.0,0.0557644,True,0.933333,0.0481053,9606,Immune system,0.049
1893,P51670,True,Sertoli cells,Mesoderm,False,0.0,0.0,True,0.0,0.0442529,10090,Reproductive,0.037
1894,P51670,True,Microfold cells,Endoderm,False,0.0,0.0,True,0.0,0.044145,10090,GI tract,0.037
1895,P51670,True,Neutrophils,Mesoderm,False,0.0,0.0,True,0.136519,0.0423751,10090,Immune system,0.037
1896,P51670,True,Basophils,Mesoderm,False,0.0,0.0,True,0.933333,0.0432884,10090,Immune system,0.037
1897,P51670,True,Macrophages,Mesoderm,False,0.0,0.0,True,0.634343,0.0247846,10090,Immune system,0.037
1898,P51670,True,Goblet cells,Endoderm,False,0.0,0.0,True,0.290323,0.0436544,10090,GI tract,0.037
1899,Q70KL2,True,Basophils,Mesoderm,False,0.0,0.0,True,0.0,0.0,10090,Immune system,0.0
1900,E2F8,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.0029544,9606,Immune system,0.002
1901,FADS1,True,Basophils,Mesoderm,True,0.0,0.0770677,True,0.0,0.0378292,9606,Immune system,0.05
1902,FAR2,True,Basophils,Mesoderm,True,0.0,0.0103383,True,0.0666667,0.00263327,9606,Immune system,0.004
1903,FBXO9,True,Basophils,Mesoderm,True,0.0,0.0388471,True,0.4,0.0625562,9606,Immune system,0.059
1904,GABBR1,True,Basophils,Mesoderm,True,0.0,0.0018797,True,0.0,0.175851,9606,Immune system,0.14
1906,GPR183,True,Plasmacytoid dendritic cells,Mesoderm,True,0.772727,0.0438486,True,0.0,0.0125924,9606,Immune system,0.019
1907,GPR183,True,Microglia,Ectoderm,True,0.0,0.0488722,True,0.111364,0.00970617,9606,Brain,0.019
1908,GPR183,True,Basophils,Mesoderm,True,0.0,0.0488722,True,0.266667,0.0123314,9606,Immune system,0.019
1910,HGF,True,Hepatic stellate cells,Endoderm,True,0.0,0.00752351,True,0.0,0.000577552,9606,Liver,0.002
1911,HGF,True,Basophils,Mesoderm,True,0.0,0.0075188,True,0.533333,6.42261e-05,9606,Immune system,0.002
1913,H1-3,True,Basophils,Mesoderm,True,0.0,0.0200501,True,0.0666667,0.00308285,9606,Immune system,0.006
1914,H2AC6,True,Basophils,Mesoderm,True,0.0,0.0316416,True,0.0666667,0.00404624,9606,Immune system,0.01
1915,IFITM1,True,Pericytes,Mesoderm,True,0.142857,0.0320251,True,0.884298,0.0519455,9606,Vasculature,0.059
1916,IFITM1,True,Gamma delta T cells,Mesoderm,True,0.133333,0.0298364,True,0.0,0.0649076,9606,Immune system,0.059
1917,IFITM1,True,Basophils,Mesoderm,True,0.0,0.0322682,True,1.0,0.0639692,9606,Immune system,0.059
1918,INF2,True,Basophils,Mesoderm,True,0.0,0.0175439,True,0.0666667,0.0152216,9606,Immune system,0.015
1919,JAZF1,True,Basophils,Mesoderm,True,0.0,0.0075188,True,0.0,0.00134875,9606,Immune system,0.002
1922,L1CAM,True,Enterocytes,Endoderm,True,0.0,0.00156937,True,0.0198676,0.0213963,9606,GI tract,0.018
1923,L1CAM,True,Basophils,Mesoderm,True,0.0,0.00156642,True,0.0,0.0213873,9606,Immune system,0.018
1926,LAMA5,True,Basophils,Mesoderm,True,0.0,0.012218,True,0.0,0.00777136,9606,Immune system,0.008
1927,MBOAT1,True,Basophils,Mesoderm,True,0.0,0.0,True,0.333333,0.00712909,9606,Immune system,0.006
1928,NFIL3,True,Basophils,Mesoderm,True,0.0,0.00313283,True,0.2,0.0160565,9606,Immune system,0.014
1929,NPL,True,Basophils,Mesoderm,True,0.0,0.018797,True,0.2,0.0176622,9606,Immune system,0.017
1930,NT5C3A,True,Basophils,Mesoderm,False,0.0,0.0,True,0.666667,0.0842646,9606,Immune system,0.068
1931,OSBPL5,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.00372511,9606,Immune system,0.003
1932,OTUB2,True,Basophils,Mesoderm,True,0.0,0.0140977,True,0.0,0.00513809,9606,Immune system,0.006
1934,P2RY1,True,Chromaffin cells,Mesoderm,True,0.0,0.00219298,True,0.0,0.00314405,9606,Adrenal glands,0.003
1935,P2RY1,True,Bergmann glia,Ectoderm,True,0.0,0.00219298,True,0.0,0.00314465,9606,Brain,0.003
1936,P2RY1,True,Basophils,Mesoderm,True,0.0,0.00219298,True,0.133333,0.00301863,9606,Immune system,0.003
1937,PDK3,True,Basophils,Mesoderm,True,0.0,0.00595238,True,0.0,0.0170841,9606,Immune system,0.015
1938,PDZD4,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.00635838,9606,Immune system,0.005
1939,PERP,True,Trophoblast cells,Zygote,True,0.0,0.167607,True,0.0,0.0519731,9606,Embryo,0.077
1940,PERP,True,Ductal cells,Endoderm,True,0.971429,0.158695,True,0.0,0.0519731,9606,Pancreas,0.077
1941,PERP,True,Basophils,Mesoderm,True,0.0,0.167607,True,0.133333,0.0518947,9606,Immune system,0.077
1943,PLEKHG5,True,Basophils,Mesoderm,True,0.0,0.000626566,True,0.0666667,0.00404624,9606,Immune system,0.003
1944,PLG,True,Basophils,Mesoderm,True,0.0,0.000313283,True,0.0,0.0017341,9606,Immune system,0.001
1945,RNF39,True,Basophils,Mesoderm,True,0.0,0.00219298,True,0.0,0.0,9606,Immune system,0.001
1946,SLC26A3,True,Basophils,Mesoderm,True,0.0,0.012218,True,0.0,0.0,9606,Immune system,0.003
1947,SLC26A3,True,Enterocytes,Endoderm,True,1.0,0.0103578,True,0.0,0.0,9606,GI tract,0.003
1948,SLC26A8,True,Basophils,Mesoderm,True,0.0,0.0119048,True,0.0,0.0,9606,Immune system,0.003
1949,SNCAIP,True,Basophils,Mesoderm,True,0.0,0.0056391,True,0.0,0.0,9606,Immune system,0.002
1950,ST6GALNAC5,True,Basophils,Mesoderm,True,0.0,0.00156642,True,0.0,0.0,9606,Immune system,0.007
1952,TULP3,True,Basophils,Mesoderm,True,0.0,0.0119048,True,0.0,0.0,9606,Immune system,0.007
1953,TEC,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.001
1954,UNC93A,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.0
1955,WRN,True,Erythroblasts,Mesoderm,True,0.0,0.00595238,True,0.0,0.0,9606,Blood,0.004
1956,WRN,True,Basophils,Mesoderm,True,0.0,0.00595238,True,0.0,0.0,9606,Immune system,0.004
1957,ID1,True,Basophils,Mesoderm,True,0.0,0.209586,True,0.266667,0.128324,9606,Immune system,0.149
1958,ID1,True,Endothelial cells,Mesoderm,True,0.769231,0.190738,True,0.824219,0.0923939,9606,Vasculature,0.149
1960,GRIA4,True,Bergmann glia,Ectoderm,True,0.0,0.00344612,True,1.0,0.016365,9606,Brain,0.014
1962,GRM3,True,Bergmann glia,Ectoderm,True,0.0,0.0037594,True,0.0,0.0019253,9606,Brain,0.002
1963,A2M,True,Bergmann glia,Ectoderm,True,0.0,0.0623434,True,0.333333,0.00160442,9606,Brain,0.012
1964,PTCH1,True,Bergmann glia,Ectoderm,True,0.0,0.0191103,True,1.0,0.0108458,9606,Brain,0.012
1965,PTCH1,True,Leydig cells,Mesoderm,True,0.0,0.0191223,True,0.181818,0.0109156,9606,Reproductive,0.012
1967,PTCH1,True,Fibroblasts,Mesoderm,True,0.0540541,0.0178513,True,0.0746606,0.00917916,9606,Connective tissue,0.012
1968,CDC42EP4,True,Bergmann glia,Ectoderm,True,0.0,0.0184837,True,1.0,0.0304197,9606,Brain,0.027
1969,BTBD17,True,Bergmann glia,Ectoderm,True,0.0,0.00093985,True,1.0,0.0272109,9606,Brain,0.022
1970,HOPX,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.091792,True,1.0,0.0201273,9606,Lungs,0.033
1971,HOPX,True,Mesangial cells,Mesoderm,True,1.0,0.0912226,True,0.0,0.022265,9606,Kidney,0.033
1973,HOPX,True,Bergmann glia,Ectoderm,True,0.0,0.091792,True,1.0,0.0220768,9606,Brain,0.033
1974,HOPX,True,NK cells,Mesoderm,True,0.513514,0.0817832,True,0.0,0.0224001,9606,Immune system,0.033
1975,HOPX,True,Beta cells,Endoderm,True,0.863636,0.0864353,True,0.333333,0.0214244,9606,Pancreas,0.033
1976,HOPX,True,Gamma delta T cells,Mesoderm,True,0.853333,0.0734681,True,0.0,0.0222779,9606,Immune system,0.033
1977,HOPX,True,Crypt cells,Endoderm,True,0.0,0.091792,True,0.0,0.022265,9606,GI tract,0.033
1978,HOPX,True,Neural stem/precursor cells,Ectoderm,True,0.0,0.091792,True,0.0,0.0223036,9606,Brain,0.033
1980,TTC21B,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.001
1981,HEPACAM,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.666667,0.0412656,9606,Brain,0.033
1982,HEPACAM,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.365952,0.0250691,9606,Brain,0.033
1983,ZEB2,True,Bergmann glia,Ectoderm,True,0.0,0.085213,True,0.0,0.0,9606,Brain,0.144
1984,ZEB2,True,Fibroblasts,Mesoderm,True,0.126126,0.083739,True,0.0,0.0,9606,Connective tissue,0.144
1985,UFL1,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.003
1986,NRXN3,True,Bergmann glia,Ectoderm,True,0.0,0.00783208,True,0.0,0.115454,9606,Brain,0.093
1988,ATP7A,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.0019253,9606,Brain,0.001
1989,BICD2,True,Bergmann glia,Ectoderm,True,0.0,0.00877193,True,0.0,0.0155307,9606,Brain,0.014
1990,P2RX7,True,Satellite glial cells,Ectoderm,True,0.0,0.00877193,True,0.0,0.00346487,9606,Brain,0.004
1991,P2RX7,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.00877193,True,0.0,0.00347245,9606,Lungs,0.004
1992,P2RX7,True,Microglia,Ectoderm,True,0.0,0.00877193,True,0.0159091,0.00310333,9606,Brain,0.004
1993,P2RX7,True,T follicular helper cells,Mesoderm,True,0.0,0.00877193,True,0.0,0.00346487,9606,Immune system,0.004
1996,P2RX7,True,Bergmann glia,Ectoderm,True,0.0,0.00877193,True,0.0,0.00346554,9606,Brain,0.004
1998,GRIA1,True,Bergmann glia,Ectoderm,True,0.0,0.00156642,True,1.0,0.0694391,9606,Brain,0.056
2000,GRIN2B,True,Bergmann glia,Ectoderm,True,0.0,0.00501253,True,0.0,0.0946605,9606,Brain,0.076
2001,GRIN3A,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.00782955,9606,Brain,0.006
2002,SEPTIN4,True,Bergmann glia,Ectoderm,True,0.0,0.0169173,True,0.0,0.0,9606,Brain,0.081
2003,DAO,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.00128353,9606,Brain,0.001
2004,ITGB1,True,Erythroblasts,Mesoderm,True,0.0,0.168546,True,0.0,0.302021,9606,Blood,0.276
2005,ITGB1,True,Osteoclasts,Mesoderm,True,0.0,0.168546,True,1.0,0.301932,9606,Bone,0.276
2006,ITGB1,True,Embryonic stem cells,Epiblast,True,0.0,0.168546,True,0.818182,0.301657,9606,Zygote,0.276
2007,ITGB1,True,Bergmann glia,Ectoderm,True,0.0,0.168546,True,0.0,0.302079,9606,Brain,0.276
2008,KIFBP,True,Bergmann glia,Ectoderm,True,0.0,0.00657895,True,0.0,0.027981,9606,Brain,0.023
2010,GCGR,True,Beta cells,Endoderm,True,0.0,0.0,True,0.0,0.000836389,9606,Pancreas,0.001
2011,JPH3,True,Beta cells,Endoderm,True,0.0,0.000315457,True,0.0,0.030303,9606,Pancreas,0.024
2013,HAMP,True,Cardiomyocytes,Mesoderm,True,0.0,0.00407268,True,0.0,0.00231884,9606,Heart,0.002
2014,HAMP,True,Beta cells,Endoderm,True,0.0,0.00410095,True,0.0,0.00231616,9606,Pancreas,0.002
2015,HAMP,True,Hepatocytes,Endoderm,True,0.189189,0.00190174,True,0.825,0.000192988,9606,Liver,0.002
2017,EZH1,True,Beta cells,Endoderm,True,0.0,0.000946372,True,0.0,0.00238049,9606,Pancreas,0.002
2018,NTRK1,True,Chromaffin cells,Mesoderm,True,0.0,0.0,True,0.0,0.00474816,9606,Adrenal glands,0.004
2019,NTRK1,True,Immature neurons,Ectoderm,True,0.0,0.0,True,0.0,0.00474846,9606,Brain,0.004
2021,NTRK1,True,Beta cells,Endoderm,True,0.0,0.0,True,0.0,0.00476099,9606,Pancreas,0.004
2022,PDX1,True,Ductal cells,Endoderm,True,0.0,0.00601837,True,0.0,0.00474816,9606,Pancreas,0.005
2023,PDX1,True,Pancreatic progenitor cells,Endoderm,True,0.0,0.00595238,True,0.0,0.00474816,9606,Pancreas,0.005
2024,PDX1,True,Beta cells,Endoderm,True,0.681818,0.00126183,True,0.690476,0.00289519,9606,Pancreas,0.005
2025,PDX1,True,Delta cells,Endoderm,True,0.125,0.00565327,True,0.7,0.00430177,9606,Pancreas,0.005
2026,SLC2A2,True,Hepatocytes,Endoderm,True,0.135135,0.000316957,True,0.0,0.0,9606,Liver,0.007
